@relation caracteristicas

@attribute camisa_ned real
@attribute moletom_ned real
@attribute calca_ned real
@attribute cabelo_ned real
@attribute camisa_skinner real
@attribute paleto_skinner real
@attribute calca_skinner real
@attribute cabelo_skinner real
@attribute gravata_skinner real
@attribute classe {Ned, Skinner}

@data
1.4870521806853583,0.689982476635514,0.8591316199376947,4.650992990654205,0.0,0.0,0.023121105919003116,0.0,0.059628115264797506,Ned
0.0,2.903270509977827,0.5352688470066519,3.624757483370288,0.0,0.0,0.18102134146341464,0.0,0.0017322616407982262,Ned
0.0,0.6606867283950617,0.3271283436213992,56.98141718106996,0.0,0.0,0.11855388374485595,0.0,0.0,Ned
4.5527389277389275E-4,6.026915792540793,13.688720134032634,9.26391317016317,0.0,0.0,3.608500874125874,0.0,0.003186917249417249,Ned
0.002276369463869464,5.9672749125874125,13.658672057109559,9.531158945221446,0.0,0.0,3.219241695804196,0.0,4.5527389277389275E-4,Ned
0.0035603841145833335,15.517171223958334,30.242411295572918,16.715494791666664,0.0,0.020345052083333336,0.9409586588541666,0.0,0.00762939453125,Ned
9.765625E-4,0.5048828125,0.8971354166666667,7.021809895833334,0.0,0.0,0.012369791666666668,0.0,0.004557291666666667,Ned
0.003186917249417249,1.8648018648018647,3.7164007867132867,6.11205201048951,0.0,0.00819493006993007,4.622395833333334,0.0,0.011837121212121212,Ned
0.006103515625,0.22125244140625,9.2559814453125,1.61590576171875,0.0,0.009663899739583332,1.17034912109375,0.0,0.002543131510416667,Ned
0.0013658216783216783,1.7687390734265735,7.7660620629370625,3.6913607226107223,0.0,0.0,3.2206075174825175,0.0,9.105477855477855E-4,Ned
0.0,5.226089015151516,10.604694784382286,7.721900495337995,0.0,0.0,7.003478292540792,0.0,0.001821095571095571,Ned
0.0025998336106489183,10.581322795341098,0.9833870632279534,14.694259567387688,0.0,0.0,0.0,0.0,0.007799500831946755,Ned
0.0,6.428104350220264,43.37744355726873,36.32984581497797,0.0,0.0,6.027154460352422,0.0,0.0,Ned
0.012747668997668996,5.419580419580419,0.602782634032634,4.969769813519814,0.0,0.0,0.9588068181818182,0.0,0.001821095571095571,Ned
0.0018735011990407672,8.136615707434053,0.8421387889688249,5.109037769784173,0.0,0.0,0.34847122302158273,0.0,9.367505995203836E-4,Ned
0.0018962378640776697,1.6004247572815533,0.2901243932038835,1.2022148058252426,0.0,0.0,0.14221783980582525,0.0,0.0,Ned
0.001025262467191601,0.5690206692913387,0.05946522309711286,1.367700131233596,0.0,0.0,0.4726459973753281,0.0,0.0,Ned
0.017082725947521867,0.6275054664723032,0.5557580174927114,2.8903972303207,0.0,0.02049927113702624,0.1434948979591837,0.0,0.0,Ned
0.0,0.4604928861788618,2.282615599593496,1.2163363821138211,0.0,0.0,0.09448043699186992,0.0,0.002381859756097561,Ned
0.0040549307958477505,1.1286224048442908,0.28249351211072665,5.061905276816609,0.0,0.0,1.2908196366782005,0.0,0.0,Ned
0.0,0.049694896449704144,0.08552144970414202,1.1949889053254437,0.0,0.01964681952662722,0.03698224852071006,0.0,0.015024038461538462,Ned
0.0,0.11856030351437699,0.04617611821086262,0.38688099041533547,0.0,0.0,0.34819289137380194,0.0,0.009984025559105431,Ned
0.0,0.22665895061728397,0.729809670781893,2.653999485596708,0.0,0.0,0.008037551440329218,0.0,8.037551440329218E-4,Ned
0.0011388483965014578,0.07744169096209913,0.01594387755102041,1.0090196793002917,0.0,0.0,0.0,0.0,0.01594387755102041,Ned
